brand,description,link,price,discount
asian,Casuals For Men,/asian-casuals-men/p/itmbdd74cafd13ce?pid=SHOG5WA9UEJDCHBC&lid=LSTSHOG5WA9UEJDCHBCAOG02Q&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_297&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG5WA9UEJDCHBC.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,099",45% off
CAMPUS,TORMENTOR Running Shoes For Men,/campus-tormentor-running-shoes-men/p/itm4cfe253dd8959?pid=SHOGAEEE7N46E297&lid=LSTSHOGAEEE7N46E297LLTMGF&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_298&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGAEEE7N46E297.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,399",22% off
World Wear Footwear,Exclusive Affordable Collection of Trendy & Stylish Spo...,/world-wear-footwear-exclusive-affordable-collection-trendy-stylish-sport-running-shoes-men/p/itmb542f4d08a881?pid=SHOGCBTFYBBUQHGC&lid=LSTSHOGCBTFYBBUQHGC1K3FTN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_299&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGCBTFYBBUQHGC.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹419,58% off
,Classic Party Wear Formal Shoes Party Wear For Men,/classic-party-wear-formal-shoes-men/p/itm6f63db902724c?pid=EOEGGHGW326SFD3P&lid=LSTEOEGGHGW326SFD3PYCHGKE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_300&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWITJ2hEaBHuO2PWPhMZtts4hIhezDPkVOV2M0DjeHpvDg%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹402,59% off
PUMA,Neptune Sneakers For Men,/puma-neptune-sneakers-men/p/itm56699318933bc?pid=SHOG24R8G36CGAQH&lid=LSTSHOG24R8G36CGAQHUAPVAS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_301&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG24R8G36CGAQH.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹2,079",48% off
asian,Crystal-13 Blue Sports Transparent Sole Technology For ...,/asian-crystal-13-blue-sports-transparent-sole-technology-men/p/itmcc20e0647f823?pid=SHOGBDAYCECAHNPG&lid=LSTSHOGBDAYCECAHNPGZTVA21&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_302&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGBDAYCECAHNPG.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,299",43% off
RED TAPE,Walking Shoes For Men,/red-tape-walking-shoes-men/p/itmef21242e1e4b0?pid=SHOGDAWVBZMGRZXG&lid=LSTSHOGDAWVBZMGRZXG1DXFGP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_303&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGDAWVBZMGRZXG.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹1,499",75% off
Footox,Walking Shoes for Men | Running Shoes | Casual Shoes | ...,/footox-walking-shoes-men-running-casual-gym-sport-casuals/p/itmda0c710986847?pid=SHOGHKG2PEAZAHFA&lid=LSTSHOGHKG2PEAZAHFAKIXDVT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_304&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWLqkaTXHUkumN0sDJ69XghQUxQdUi4lWrg5ikdeBPQxsQ%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹466,53% off
K ' Footlance,Running Shoes For Men,/k-footlance-running-shoes-men/p/itm915cf5745ff72?pid=SHOG4NRTGFT22MCH&lid=LSTSHOG4NRTGFT22MCHNDHPRB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_305&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG4NRTGFT22MCH.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹399,60% off
Paragon,FB9537GP Slip On For Men,/paragon-fb9537gp-slip-men/p/itm22b94357da52d?pid=SHOG3THRVMBZGGMZ&lid=LSTSHOG3THRVMBZGGMZJCL05U&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_306&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG3THRVMBZGGMZ.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹548,10% off
Arivo,Double protection Stylish & Comfortable Running & Sport...,/arivo-double-protection-stylish-comfortable-running-sport-shoes-men/p/itm795b133c2a9eb?pid=SHOG5YPP24T4ED35&lid=LSTSHOG5YPP24T4ED35MGYJYQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_307&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOG5YPP24T4ED35.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹674,66% off
John Karsun,Oxford Oxford For Men,/john-karsun-oxford-men/p/itmf5ahcs6bbuhxs?pid=SHOF5ACRCNNQVAZE&lid=LSTSHOF5ACRCNNQVAZE8ZFVSR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_308&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWIGRPv0WChBdJu9LgtLg3Q94qtrC%2B5wXca95cLLGtcETA%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹709,76% off
Kraasa,Sneakers For Women,/kraasa-sneakers-women/p/itma1fe15924e0e3?pid=SHOGEWQMZWBGQNXG&lid=LSTSHOGEWQMZWBGQNXGJCZEEW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_309&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGEWQMZWBGQNXG.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,50% off
CAMPUS,LUCIFER Running Shoes For Men,/campus-lucifer-running-shoes-men/p/itmab99e9070f975?pid=SHOGBZ6JZJMPBBJG&lid=LSTSHOGBZ6JZJMPBBJGIUH7UV&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_310&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGBZ6JZJMPBBJG.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹832,35% off
Bata,Walking Shoes For Men,/bata-walking-shoes-men/p/itmaca8733f2c02f?pid=SHOGDGMMAPZXZUQ2&lid=LSTSHOGDGMMAPZXZUQ2OVXX9I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_311&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGDGMMAPZXZUQ2.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹449,25% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm342e5d4a61d7d?pid=SHOGK3G5P9JYBNFA&lid=LSTSHOGK3G5P9JYBNFADGEIZ7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_312&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWLkidO%2BfS%2FKkTXxOezj1UmXPheb7yN79pHZ6eltcqJyhQ%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,50% off
aadi,Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Wa...,/aadi-synthetic-leather-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-boots-men/p/itmf3yy8v8dbz9zg?pid=SHOEGGPEUHQUGMPS&lid=LSTSHOEGGPEUHQUGMPSZ3NQQE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_313&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOEGGPEUHQUGMPS.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹599,70% off
aadi,Synthetic |Lightweight|Comfort|Summer|Trendy|Walking|Ou...,/aadi-synthetic-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-boots-men/p/itm4df0e846fc04d?pid=SHOFGJ3UVZM5ZHV9&lid=LSTSHOFGJ3UVZM5ZHV9MNXXPY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_314&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOFGJ3UVZM5ZHV9.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹477,52% off
asian,Running Shoes For Women,/asian-running-shoes-women/p/itm8a3afddf4183b?pid=SHOGAHS9ZRWGFMUK&lid=LSTSHOGAHS9ZRWGFMUKSHBH4Z&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_315&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGAHS9ZRWGFMUK.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹548,57% off
,"Casual Running Sports Shoes For Women , Black(Art-1161-...",/casual-running-sports-shoes-women-black-art-1161-women-black-casuals/p/itmd2b9382611a3f?pid=EOEGJ9NVSRJY3JX3&lid=LSTEOEGJ9NVSRJY3JX3PVFXZK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_316&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWKnL2LPNDJSJ8n8eag22SuvZyEpCv2ZiZEvJ9SXAn6Kyw%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹366,63% off
AJANTA,Casual Shoe For Men,/ajanta-casual-shoe-men/p/itm97655e6e8f6b8?pid=SHOGAM5XESAHCXUM&lid=LSTSHOGAM5XESAHCXUMW5OIBZ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_317&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGAM5XESAHCXUM.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹265,10% off
Layasa,Stylish Casual Sports Shoe Running Shoes For Women,/layasa-stylish-casual-sports-shoe-running-shoes-women/p/itma65355fe7e7da?pid=SHOGC4DGDHCDY5FY&lid=LSTSHOGC4DGDHCDY5FYODB69Y&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_318&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOGC4DGDHCDY5FY.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹599,40% off
PUMA,Softride Clean V2 Walking Shoes For Men,/puma-softride-clean-v2-walking-shoes-men/p/itmf1b09d3eee3d6?pid=SHOFZG4FMBYBUAF5&lid=LSTSHOFZG4FMBYBUAF5QT9BOI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_319&otracker=search&fm=organic&iid=dceb57aa-5bae-46eb-9308-7a720a7230f9.SHOFZG4FMBYBUAF5.SEARCH&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,"₹2,472",50% off
Footox,Walking Shoes for Women | Running Shoes | Casual Shoes ...,/footox-walking-shoes-women-running-casual-gym-sport/p/itm516dc30ca2865?pid=SHOGK3G5JUZUZJWV&lid=LSTSHOGK3G5JUZUZJWVVXPOBR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_8_320&otracker=search&fm=organic&iid=en_8qZ0Aj7n%2Ft1txWhiWotNcgPA7txsa5pH2nrhGnHMfWIWhQOxvdrz%2F1Q9Yfistq%2B5gawWQFnDCSEADS7t68zI7A%3D%3D&ppt=None&ppn=None&ssid=pe3oamo1ww0000001672751110653&qH=b0a8b6f820479900,₹499,50% off
asian,Captain-12 Running shoes for boys | sports shoes for me...,/asian-captain-12-running-shoes-boys-sports-men-latest-stylish-casual-sneakers-lace-up-lightweight-black-running-walking-gym-trekking-hiking-party/p/itm506a78337c4a8?pid=SHOFQ3B8R3RQYFAZ&lid=LSTSHOFQ3B8R3RQYFAZRNYMTE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_321&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOFQ3B8R3RQYFAZ.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹549,45% off
asian,"Delta-21 Black Sports,Walking,Casual, Running Shoes For...",/asian-delta-21-black-sports-walking-casual-running-shoes-men/p/itm49e9247d211b7?pid=SHOGBDA6EZTPW4BN&lid=LSTSHOGBDA6EZTPW4BNPHE6AK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_322&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGBDA6EZTPW4BN.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹799,46% off
CAMPUS,LENIX Running Shoes For Men,/campus-lenix-running-shoes-men/p/itm42ad400744e51?pid=SHOG49JGUSHDSE5F&lid=LSTSHOG49JGUSHDSE5FYSIFZ8&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_323&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOG49JGUSHDSE5F.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹949,26% off
JQR,"MOJ 403 Sports,Running, walking, lightweight Stylish Ru...",/jqr-moj-403-sports-running-walking-lightweight-stylish-running-shoes-men/p/itm01d19209de7a0?pid=SHOGBUR7DQYRBE7B&lid=LSTSHOGBUR7DQYRBE7BYZBTYA&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_324&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMKjspOexfcdpJzoRSk6FBEoo17BZUG2oB3OQaa1BO0oXQ%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹599,25% off
K' Footlance,Slip On For Men,/k-footlance-slip-men/p/itm5fad4aa1e21bf?pid=SHOG2GQD8JHRXCPQ&lid=LSTSHOG2GQD8JHRXCPQRE2PFP&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_325&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOG2GQD8JHRXCPQ.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹372,62% off
M7 By Metronaut,M7-22509-Zebra L.Grey Orange Running Shoes For Men,/m7-metronaut-m7-22509-zebra-l-grey-orange-running-shoes-men/p/itm5eb951c37d8c3?pid=SHOGAPFHD3XPXHHY&lid=LSTSHOGAPFHD3XPXHHYCCER1L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_326&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGAPFHD3XPXHHY.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹619,69% off
AJANTA,Ajanta Men Shoe Slipon Casual CS0509-8 Slip On Sneakers...,/ajanta-men-shoe-slipon-casual-cs0509-8-slip-sneakers/p/itm5c64d3dbe7cbc?pid=SHOGAM3CFPR7FVGR&lid=LSTSHOGAM3CFPR7FVGRPI5OYO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_327&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGAM3CFPR7FVGR.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹234,10% off
VENDOZ,Sneakers For Women,/vendoz-sneakers-women/p/itm6c24b909b7d07?pid=SHOFZQZ8JKRD8ZZF&lid=LSTSHOFZQZ8JKRD8ZZFNNMUHI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_328&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMK1zYZKJGe1xoKvOiy%2BmD5Gp8ZCxNisIpg7J4oXa2oeyA%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹498,50% off
asian,Wndr-13 sports shoes for men | Latest Stylish Casual sp...,/asian-wndr-13-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-silver-running-walking-gym-trekking-hiking-party/p/itmfe37fvammuusy?pid=SHOF8ABMPGRHNUSH&lid=LSTSHOF8ABMPGRHNUSHW4H2XN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_329&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOF8ABMPGRHNUSH.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹524,25% off
asian,Crystal-05 Black Running Shoes for Men I Sport Shoes fo...,/asian-crystal-05-black-running-shoes-men-sport-boys-transparent-sole-technology-crystal-look-cushion-eva-midsole-extra-jump-memory-foam-insole/p/itmeec7db5b047b7?pid=SHOG7NEM8TYZYMCS&lid=LSTSHOG7NEM8TYZYMCSHRNU5G&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_330&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOG7NEM8TYZYMCS.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹1,199",40% off
PUMA,Rapid Runner V2 Casuals For Men,/puma-rapid-runner-v2-casuals-men/p/itm21562e5b2cf6e?pid=SHOGKF32EKZTM5GT&lid=LSTSHOGKF32EKZTM5GTH8MKUW&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_331&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGKF32EKZTM5GT.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹1,633",62% off
BERSACHE,"Bersache Sports Shoes For Men|Blue For Running,Walking,...",/bersache-sports-shoes-men-blue-running-walking-gym-hiking-running-men/p/itmb3c3829d502f6?pid=SHOGDZ7RZNDJDTYY&lid=LSTSHOGDZ7RZNDJDTYY2CYN70&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_332&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMI82xGjyBvXeekUjcZyQ8P7vv0SZ9iHCtMJ2cyEzVXdSQ%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹1,262",65% off
Kraasa,Loafers For Men,/kraasa-loafers-men/p/itmb4683ce0a1697?pid=SHOGF2S9RHJAUVHG&lid=LSTSHOGF2S9RHJAUVHG7OJHYL&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_333&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGF2S9RHJAUVHG.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹499,50% off
CAMPUS,OXYFIT (N) Casuals For Men,/campus-oxyfit-n-casuals-men/p/itm5e7c99760367f?pid=SHOGG36HJB7FZT53&lid=LSTSHOGG36HJB7FZT53HSFZ0I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_334&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGG36HJB7FZT53.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹719,28% off
asian,"Moonwalk-01 Blue Sports,Walking,Gym,Casual Slipon,Styli...",/asian-moonwalk-01-blue-sports-walking-gym-casual-slipon-stylish-walking-shoes-men/p/itm35fa55d01af83?pid=SHOGGSMSV2CFQFJ4&lid=LSTSHOGGSMSV2CFQFJ4VVHKOY&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_335&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGGSMSV2CFQFJ4.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹526,47% off
believe,high top Sneakers for men High Tops For Men,/believe-high-top-sneakers-men-tops/p/itmfephvtrqrnkvx?pid=SHOFEPD3RTPADFYS&lid=LSTSHOFEPD3RTPADFYSNZLJAU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_336&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMLh9dy9GWReYCPfKoTe2Wlac%2B9rR%2BSK0L5tsV20W9ou4w%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹564,43% off
Kraasa,Sneakers For Women,/kraasa-sneakers-women/p/itm2e2a1c7406975?pid=SHOGEXNMFXZZNXFX&lid=LSTSHOGEXNMFXZZNXFXVNKAJX&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_337&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGEXNMFXZZNXFX.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹499,50% off
BERSACHE,"Bersache Sports Shoes For Men|Light Grey For Running,Wa...",/bersache-sports-shoes-men-light-grey-running-walking-gym-hiking-running-men/p/itmfaeb7e9d394f3?pid=SHOGFWBNHTFTQBWR&lid=LSTSHOGFWBNHTFTQBWRBLP06S&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_338&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGFWBNHTFTQBWR.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹1,337",71% off
CAMPUS,WALK Running Shoes For Men,/campus-walk-running-shoes-men/p/itm01b5859a89464?pid=SHOFPERJWMNHDXPX&lid=LSTSHOFPERJWMNHDXPXEWIE7A&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_339&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOFPERJWMNHDXPX.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹999,23% off
BIRDE,Premium Sports Shoes for Women Walking Shoes For Women,/birde-premium-sports-shoes-women-walking/p/itm745da071ea13e?pid=SHOGD8GSPMVRBGJB&lid=LSTSHOGD8GSPMVRBGJBA9OWWT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_340&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMJKnfwSI20odSTGJjHHI%2FNeOgBC1RpKtdWsXTmo0ulfZA%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹499,50% off
Nobelite,Casuals For Men,/nobelite-casuals-men/p/itmdfd539e4509e5?pid=SHOGCTFRJYA7RSFF&lid=LSTSHOGCTFRJYA7RSFFZZEIOB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_341&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGCTFRJYA7RSFF.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹532,60% off
asian,Captain-12 Running shoes for boys | sports shoes for me...,/asian-captain-12-running-shoes-boys-sports-men-latest-stylish-casual-sneakers-lace-up-lightweight-grey-running-walking-gym-trekking-hiking-party/p/itmf35746cd86ff9?pid=SHOFQ3B8GJWC3SSY&lid=LSTSHOFQ3B8GJWC3SSYX0XTCS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_342&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOFQ3B8GJWC3SSY.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹549,45% off
BRUTON,Trendy Sports Running Running Shoes For Men,/bruton-trendy-sports-running-shoes-men/p/itm6036f913ec47f?pid=SHOGFPAZSUAMGMKG&lid=LSTSHOGFPAZSUAMGMKGVL5RMH&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_343&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGFPAZSUAMGMKG.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹399,69% off
CAMPUS,STREET-RUN Running Shoes For Men,/campus-street-run-running-shoes-men/p/itm09a0ff1ef1f25?pid=SHOFYW6UZSVMVCCJ&lid=LSTSHOFYW6UZSVMVCCJTFWTJO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_344&otracker=search&fm=organic&iid=en_drHGRx5VzAN8bl7E0fw5ehkNXZu%2FgWa2hHmHHwWCCMKT97wizjgYXz2hmI21h8K%2BaW5adSHjGoXOFePf5WiHcA%3D%3D&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹1,499",16% off
ADIDAS,Harden Stepback 3 Basketball Shoes For Men,/adidas-harden-stepback-3-basketball-shoes-men/p/itm9ef06dadc497d?pid=SHOGEH3NYXXYEKM4&lid=LSTSHOGEH3NYXXYEKM4MPWS8L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_345&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOGEH3NYXXYEKM4.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,"₹4,769",47% off
asian,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,...",/asian-skypy-31-walking-shoes-training-shoes-sneakers-loafers-canvas-shoes-casual-shoes-sneakers-casuals-men/p/itmf3xv8xcmghspj?pid=SHOEZPJGKWZMGZJP&lid=LSTSHOEZPJGKWZMGZJPLXYNDO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_9_346&otracker=search&fm=organic&iid=e2975ba7-0dea-40d7-9252-3f781e6d2fbd.SHOEZPJGKWZMGZJP.SEARCH&ppt=None&ppn=None&ssid=66dn4u6ru80000001672751111680&qH=b0a8b6f820479900,₹526,34% off
